,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ID,EAN,Cantidad,SKU,Nombre,Tipo Alimento,Tipo Animal,Segmento,kcal Em/kg,LINK WEB,Imagen de referencia
43289910542553,8436540365361,500 gr,RET005000,RETORN PUPPY SALMON 500 GR - NEW,Seco,Perro,Cachorros,3451,https://retorn.com/products/pienso-natural-cachorros-salmon?variant=43289910542553,https://retorn.com/cdn/shop/products/puppy-746297.png?v=1652985873&width=823
42813746315481,8436540364869,3 kg,RET00503,RETORN PUPPY SALMON 3 KG - NEW,Seco,Perro,Cachorros,3451,https://retorn.com/products/pienso-natural-cachorros-salmon?variant=42813746315481,https://retorn.com/cdn/shop/products/puppy-746297.png?v=1652985873&width=823
12167525924930,8436540360533,6 kg,RET0051,RETORN PUPPY SALMON 6 KG,Seco,Perro,Cachorros,3451,https://retorn.com/products/pienso-natural-cachorros-salmon?variant=12167525924930,https://retorn.com/cdn/shop/products/puppy-746297.png?v=1652985873&width=823
12167525924930,8436540360540,12 kg,RET0052,RETORN PUPPY SALMON 12 KG,Seco,Perro,Cachorros,3451,https://retorn.com/products/pienso-natural-cachorros-salmon?_pos=1&_sid=9414974ed&_ss=r&variant=12167525924930,https://retorn.com/cdn/shop/products/puppy-746297.png?v=1652985873&width=823
43289889013977,8436540366009,500 gr,RET006500,RETORN LIGHT AND SENIOR 500 GR - NEW,Seco,Perro,Senior Light,3453,https://retorn.com/products/pienso-natural-perros-light?variant=43289889013977,https://retorn.com/cdn/shop/products/LIGHT-NUEVO-890632_31768bad-c4bc-41d6-af0c-d9a0e42df91f.png?v=1653027050&width=600
12167962591298,8436540365071,3 kg,RET00603,RETORN ADULT LIGHT & SENIOR 3 KG - NEW,Seco,Perro,Senior Light,3453,https://retorn.com/products/pienso-natural-perros-light?variant=12167962591298,https://retorn.com/cdn/shop/products/LIGHT-NUEVO-890632_31768bad-c4bc-41d6-af0c-d9a0e42df91f.png?v=1653027050&width=600
12167962656834,8436540360588,12 kg,RET0062,RETORN LIGHT AND SENIOR SALMON 12 KG,Seco,Perro,Senior Light,3453,https://retorn.com/products/pienso-natural-perros-light?variant=12167962656834,https://retorn.com/cdn/shop/products/LIGHT-NUEVO-890632_31768bad-c4bc-41d6-af0c-d9a0e42df91f.png?v=1653027050&width=600
12167962689602,8436540360595,20 kg,RET0063,RETORN LIGHT AND SENIOR SALMON 20 KG,Seco,Perro,Senior Light,3453,https://retorn.com/products/pienso-natural-perros-light?variant=12167962689602,https://retorn.com/cdn/shop/products/LIGHT-NUEVO-890632_31768bad-c4bc-41d6-af0c-d9a0e42df91f.png?v=1653027050&width=600
43289754370265,8436540365989,500 gr,RETAP500,RETORN ADULT POLLO 500 GR - NEW,Seco,Perro,Adulto Pollo,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=43289754370265,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
12167859863618,8436540364616,3 kg,RETAP03,RETORN ADULT POLLO 3 KG - NEW,Seco,Perro,Adulto Pollo,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=12167859863618,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
42655252512985,8436540364630,12 kg,RETAP12,RETORN ADULT POLLO 12 KG - NEW,Seco,Perro,Adulto Pollo,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=42655252512985,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
42655252545753,8436540365095,20 kg,RETAP20,RETORN ADULT POLLO 20 KG - NEW,Seco,Perro,Adulto Pollo ,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=42655252545753,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
43289754337497,8436540365996,500 gr,RETAP500S,RETORN ADULT POLLO 500 GR SMALL BITE - NEW,Seco,Perro,Adulto Pollo Razas S,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=43289754337497,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
42173524246745,8436540365170,3 kg,RETAP03S,RETORN ADULT POLLO 3 KG SMALL BITE - NEW,Seco,Perro,Adulto Pollo Razas S,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=42173524246745,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
43161357779161,8436540366153,12 kg,RETAP12S,RETORN ADULT POLLO 12 KG - NEW SMALL BITE,Seco,Perro,Adulto Pollo Razas S,3674,https://retorn.com/products/pienso-natural-perros-pollo?variant=43161357779161,https://retorn.com/cdn/shop/products/POLLOPNG-621576.png?v=1644848369&width=600
43289746342105,8436540365965,500 gr,RET0033500,RETORN ADULT CORDERO 500 GR - NEW,Seco,Perro,Adulto Cordero,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=43289746342105,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
42655137169625,8436540360304,3 kg,RET00333,RETORN ADULT CORDERO 3 KG,Seco,Perro,Adulto Cordero,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=42655137169625,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
42655137267929,8436540360243,12 kg,RET0032,RETORN ADULT CORDERO 12 KG,Seco,Perro,Adulto Cordero,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=42655137267929,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
42655137300697,8436540360519,20 kg,RET0030,RETORN ADULT CORDERO 20 KG,Seco,Perro,Adulto Cordero,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=42655137300697,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
43289746309337,8436540365972,500 gr,RET0033500S,RETORN ADULT CORDERO SMALL BITE 500 GR - NEW,Seco,Perro,Adulto Cordero Razas S,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=43289746309337,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
42655137530073,8436540365286,3 kg,RET00333S,RETORN ADULT CORDERO 3 KG SMALL BITE - NEW,Seco,Perro,Adulto Cordero Razas S,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=42655137530073,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
43161352339673,8436540365798,12 kg,RET0032S,RETORN ADULT CORDERO 12 KG - SMALL,Seco,Perro,Adulto Cordero Razas S,3440,https://retorn.com/products/pienso-natural-perros-cordero?variant=43161352339673,https://retorn.com/cdn/shop/products/corderopng-237535.png?v=1644848356&width=600
43289875513561,8436540365958,500 gr,RET002500,RETORN ADULT SALMON 500 GR - NEW,Seco,Perro,Adulto Salmón,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=43289875513561,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
42651916140761,8436540365934,3 kg,RET00203,RETORN ADULT SALMON 3 KG,Seco,Perro,Adulto Salmón,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=42651916140761,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
42651916173529,8436540360069,12 kg,RET0022,RETORN ADULT SALMON 12 KG,Seco,Perro,Adulto Salmón,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=42651916173529,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
42651916206297,8436540360281,20 kg,RET0023,RETORN ADULT SALMON 20 KG,Seco,Perro,Adulto Salmón,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=42651916206297,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
43289875480793,8436540365941,500 gr,RET002500S,RETORN ADULT SALMON 500 GR SMALL BITE - NEW,Seco,Perro,Adulto Salmón Razas S,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=43289875480793,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
43387689959641,8436540367372,3 kg,RET00203S,RETORN ADULT SALMON 3 KG SMALL BITE,Seco,Perro,Adulto Salmón Razas S,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=43387689959641,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
43161301516505,8436540365590,12 kg,RET0022S,RETORN ADULT SALMON 12 KG SMALL BITE,Seco,Perro,Adulto Salmón Razas S,3327,https://retorn.com/products/pienso-natural-perros-salmon?variant=43161301516505,https://retorn.com/cdn/shop/products/RETORNSALMONREGULARBITE_FRONTAL-456406.png?v=1706562908&width=600
43289984827609,8436540365415,500 gr,RET501500,RETORN CAT ADULT FISH 500 GR - NEW,Seco,Gato,Adulto Pescado,3686,https://retorn.com/products/pienso-para-gatos-pescado?variant=43289984827609,https://retorn.com/cdn/shop/products/pescado-frontal-406912.png?v=1644848375&width=600
42413789053145,8436540360922,2 kg,RET501,RETORN CAT ADULT FISH 2KG,Seco,Gato,Adulto Pescado,3686,https://retorn.com/products/pienso-para-gatos-pescado?variant=42413789053145,https://retorn.com/cdn/shop/products/pescado-frontal-406912.png?v=1644848375&width=600
43568574202073,8436540365439,8kg,RET5018,RETORN CAT ADULT FISH 8KG,Seco,Gato,Adulto Pescado,3686,https://retorn.com/products/pienso-para-gatos-pescado?variant=43568574202073,https://retorn.com/cdn/shop/products/pescado-frontal-406912.png?v=1644848375&width=600
43289965068505,8436540365392,500 gr,RET502500,RETORN CAT ADULT CHICKEN 500 GR - NEW,Seco,Gato,Adulto Pollo,4070,https://retorn.com/products/pienso-para-gatos-pollo?variant=43289965068505,https://retorn.com/cdn/shop/products/Pollo-Frontal-338141.png?v=1644848366&width=600
42413796983001,8436540360939,2 kg,RET502,RETORN CAT ADULT CHICKEN 2KG,Seco,Gato,Adulto Pollo,4070,https://retorn.com/products/pienso-para-gatos-pollo?variant=42413796983001,https://retorn.com/cdn/shop/products/Pollo-Frontal-338141.png?v=1644848366&width=600
43568576463065,8436540365446,8kg,RET5028,RETORN CAT ADULT CHICKEN 8KG,Seco,Gato,Adulto Pollo,4070,https://retorn.com/products/pienso-para-gatos-pollo?variant=43568576463065,https://retorn.com/cdn/shop/products/Pollo-Frontal-338141.png?v=1644848366&width=600
43289957662937,8436540365408,500 gr,RET503500,RETORN CAT ADULT LIGHT STERILIZED 500 -NEW,Seco,Gato,Esterilizados Light,3940,https://retorn.com/products/pienso-para-gatos-esterilizados?variant=43289957662937,https://retorn.com/cdn/shop/products/light-frontal-917731.png?v=1644848591&width=600
42413798064345,8436540360946,2 kg,RET503,RETORN CAT ADULT LIGHT STERILIZED 2KG,Seco,Gato,Esterilizados Light,3940,https://retorn.com/products/pienso-para-gatos-esterilizados?variant=42413798064345,https://retorn.com/cdn/shop/products/light-frontal-917731.png?v=1644848591&width=600
43568580690137,8436540365453,8kg,RET5038,RETORN CAT ADULT LIGHT STERILIZED 8 KG,Seco,Gato,Esterilizados Light,3940,https://retorn.com/products/pienso-para-gatos-esterilizados?variant=43568580690137,https://retorn.com/cdn/shop/products/light-frontal-917731.png?v=1644848591&width=600
43290069303513,8436540365378,500 gr,RET500500,RETORN CAT KITTEN 500 GR - NEW,Seco,Gato,Cachorros,4173,https://retorn.com/products/pienso-para-gatitos?variant=43290069303513,https://retorn.com/cdn/shop/products/pienso-cachorro-gato.-frontalpng-643794.png?v=1644848383&width=600
42413796458713,8436540360915,2 kg,RET500,RETORN CAT KITTEN 2KG,Seco,Gato,Cachorros,4173,https://retorn.com/products/pienso-para-gatitos?variant=42413796458713,https://retorn.com/cdn/shop/products/pienso-cachorro-gato.-frontalpng-643794.png?v=1644848383&width=600
43568572661977,8436540365422,8kg,RET5008,RETORN CAT KITTEN 8 KG,Seco,Gato,Cachorros,4173,https://retorn.com/products/pienso-para-gatitos?variant=43568572661977,https://retorn.com/cdn/shop/products/pienso-cachorro-gato.-frontalpng-643794.png?v=1644848383&width=600
42037603729625,8436540365040,80 gr,RET4529K,RETORN LATAS GATO KITTEN POLLO 80 GR,Humedo,Gato,Cachorros,871,https://retorn.com/products/comida-humeda-para-gatitos-de-pollo?variant=42037603729625,https://retorn.com/cdn/shop/files/RETORN-KITTEN.png?v=1733226585&width=600
42037603762393,18436540365047,80 gr X 18 ud,RET4529KC  ,CAJA (18UD) RETORN LATAS GATO KITTEN  POLLO 80 GR    ,Humedo,Gato,Cachorros,871,https://retorn.com/products/comida-humeda-para-gatitos-de-pollo?variant=42037603762393,https://retorn.com/cdn/shop/files/RETORN-KITTEN.png?v=1733226585&width=600
49479598047571,18436540371253,80 gr X 24 ud,,CAJA (24UD) RETORN LATAS GATO KITTEN  POLLO 80 GR    ,Humedo,Gato,Cachorros,871,https://retorn.com/products/comida-humeda-para-gatitos-de-pollo?variant=49479598047571,https://retorn.com/cdn/shop/files/RETORN-KITTEN.png?v=1733226585&width=600
12632988188738,8436540360106,80 gr,RET4529,RETORN LATAS GATO POLLO 80 GR,Humedo,Gato,Pollo,971,https://retorn.com/products/comida-humeda-para-gatos-pollo?variant=12632988188738,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN.png?v=1733226502&width=600
14243705159746,18436540360103,80 gr X 18 ud,RET4529C,CAJA (18UD) RETORN LATAS GATO POLLO 80 GR,Humedo,Gato,Pollo,971,https://retorn.com/products/comida-humeda-para-gatos-pollo?variant=14243705159746,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN.png?v=1733226502&width=600
49139872891219,18436540371185,80 gr X 24 ud,RET4529C24,CAJA (24UD) RETORN LATAS GATO POLLO 80 GR,Humedo,Gato,Pollo,971,https://retorn.com/products/comida-humeda-para-gatos-pollo?variant=49139872891219,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN.png?v=1733226502&width=600
12633061228610,8436540360113,80 gr,RET4530,RETORN LATAS GATO POLLO CON CONEJO 80 GR,Humedo,Gato,Pollo Conejo,943,https://retorn.com/products/comida-humeda-para-gatos-pollo-conejo?variant=12633061228610,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN-RABBIT.png?v=1733226412&width=600
14243707453506,18436540360110,80 gr X 18 ud,RET4530C,CAJA (18UD) RETORN LATAS GATO POLLO CON CONEJO 80 GR,Humedo,Gato,Pollo Conejo,943,https://retorn.com/products/comida-humeda-para-gatos-pollo-conejo?variant=14243707453506,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN-RABBIT.png?v=1733226412&width=600
49139879051603,18436540371192,80 gr X 24 ud,RET4530C24,CAJA (24UD) RETORN LATAS GATO POLLO CON CONEJO 80 GR,Humedo,Gato,Pollo Conejo,943,https://retorn.com/products/comida-humeda-para-gatos-pollo-conejo?variant=49139879051603,https://retorn.com/cdn/shop/files/RETORN-CAT-CHICKEN-RABBIT.png?v=1733226412&width=600
12633070927938,8436540360441,80 gr,RET4535,RETORN LATAS GATO ATUN CON MEJILLONES 80 GR,Humedo,Gato,Mejillones,656,https://retorn.com/products/comida-humeda-para-gatos-atun-mejillones?variant=14243686580290,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-MUSSELS-238869.png?v=1729854404&width=600
14243686580290,18436540360448,80 gr X 18 ud,RET4535C,CAJA (18UD) RETORN LATAS GATO ATUN CON MEJILLONES 80 GR,Humedo,Gato,Mejillones,656,https://retorn.com/products/comida-humeda-para-gatos-atun-mejillones?variant=14243686580290,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-MUSSELS-238869.png?v=1729854404&width=600
49139897893203,18436540371222,80 gr X 24 ud,RET4535C24,CAJA (24UD) RETORN LATAS GATO ATUN CON MEJILLONES 80 GR,Humedo,Gato,Mejillones,656,https://retorn.com/products/comida-humeda-para-gatos-atun-mejillones?variant=49139897893203,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-MUSSELS-238869.png?v=1729854404&width=600
49139894681939,8436540360434,80 gr,RET4536,RETORN LATAS GATO ATUN CON SARDINA 80 GR,Humedo,Gato,Sardina,704,https://retorn.com/products/comida-humeda-gatos-atun-sardina?variant=12633132662850,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SARDINE_5791371b-7bed-4548-badb-d84316573d60-997838.png?v=1729854406&width=600
14243698737218,18436540360431,80 gr X 18 ud,RET4536C,CAJA (18UD) RETORN LATAS GATO ATUN CON SARDINA 80 GR,Humedo,Gato,Sardina,704,https://retorn.com/products/comida-humeda-gatos-atun-sardina?variant=14243698737218,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SARDINE_5791371b-7bed-4548-badb-d84316573d60-997838.png?v=1729854406&width=600
49139894681939,18436540371239,80 gr X 24 ud,RET4536C24,CAJA (24UD) RETORN LATAS GATO ATUN CON SARDINA 80 GR,Humedo,Gato,Sardina,704,https://retorn.com/products/comida-humeda-gatos-atun-sardina?variant=49139894681939,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SARDINE_5791371b-7bed-4548-badb-d84316573d60-997838.png?v=1729854406&width=600
12633123782722,8436540360427,80 gr,RET4537,RETORN LATAS GATO ATUN CON SALMON 80 GR,Humedo,Gato,Salmón,746,https://retorn.com/products/comida-humeda-gatos-atun-salmon?variant=12633123782722,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SALMON_751e8b4c-703a-4ba7-bfd6-f1ed6419c9a7-722088.png?v=1730434438&width=600
48154989461843,18436540371215,80 gr X 24 ud,RET4537C24,CAJA (24UD) RETORN LATAS GATO ATUN CON SALMON 80 GR,Humedo,Gato,Salmón,746,https://retorn.com/products/comida-humeda-gatos-atun-salmon?variant=48154989461843,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SALMON_751e8b4c-703a-4ba7-bfd6-f1ed6419c9a7-722088.png?v=1730434438&width=600
14092976554050,8436540360489,80 gr,RET4538,RETORN LATAS GATO ATUN CON GAMBAS 80 GR,Humedo,Gato,Gambas,653,https://retorn.com/products/comida-humeda-para-gatos-atun-gambas?variant=14092976554050,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SHRIMPS_OPEN-420861.png?v=1726581515&width=600
14242700132418,18436540360486,80 gr X 18 ud,RET4538C,CAJA (18UD) RETORN LATAS GATO ATUN CON GAMBAS 80 GR,Humedo,Gato,Gambas,653,https://retorn.com/products/comida-humeda-para-gatos-atun-gambas?variant=14242700132418,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SHRIMPS_OPEN-420861.png?v=1726581515&width=600
48155011350867,18436540371246,80 gr X 24 ud,RET4538C24,CAJA (24UD) RETORN LATAS GATO ATUN CON GAMBAS 80 GR,Humedo,Gato,Gambas,653,https://retorn.com/products/comida-humeda-para-gatos-atun-gambas?variant=48155011350867,https://retorn.com/cdn/shop/files/RETORN-CAT-TUNA-SHRIMPS_OPEN-420861.png?v=1726581515&width=600
12632940478530,8436540361547,185 gr,,RETORN LATAS PERRO CORDERO CON ARROZ 185 GR,Humedo,Perro,Cordero Arroz,896,https://retorn.com/products/comida-humeda-perros-cordero-arroz?variant=12632940478530,https://retorn.com/cdn/shop/products/LAMBRICEX2-458482.png?v=1706065787&width=600
14250706075714,,185 gr x 12ud,RET479801E,RETORN LATAS PERRO CORDERO CON ARROZ 185 GR,Humedo,Perro,Cordero Arroz,896,https://retorn.com/products/comida-humeda-perros-cordero-arroz?variant=14250706075714,https://retorn.com/cdn/shop/products/LAMBRICEX2-458482.png?v=1706065787&width=600
14102309306434,8436540361127,400 gr,,RETORN LATAS PERRO CORDERO CON ARROZ 400 GR,Humedo,Perro,Cordero Arroz,896,https://retorn.com/products/comida-humeda-perros-cordero-arroz?variant=14102309306434,https://retorn.com/cdn/shop/products/LAMBRICEX2-458482.png?v=1706065787&width=600
14250709057602,,400 gr x 12ud,RET4798014E,RETORN LATAS PERRO CORDERO CON ARROZ 400 GR,Humedo,Perro,Cordero Arroz,896,https://retorn.com/products/comida-humeda-perros-cordero-arroz?variant=14250709057602,https://retorn.com/cdn/shop/products/LAMBRICEX2-458482.png?v=1706065787&width=600
13839214772290,8436540361493,185 gr,,RETORN LATAS PERRO ONLY CORDERO 185 GR,Humedo,Perro,Only Cordero,920,https://retorn.com/products/comida-humeda-perros-only-cordero?variant=13839214772290,https://retorn.com/cdn/shop/products/ONLYLAMBx2-172529.png?v=1706065789&width=600
14250754048066,,185 gr x 12ud,RET479805E,RETORN LATAS PERRO ONLY CORDERO 185 GR,Humedo,Perro,Only Cordero,920,https://retorn.com/products/comida-humeda-perros-only-cordero?variant=14250754048066,https://retorn.com/cdn/shop/products/ONLYLAMBx2-172529.png?v=1706065789&width=600
15962371194946,8436540361097,400 gr,,RETORN LATAS PERRO ONLY CORDERO 400 GR,Humedo,Perro,Only Cordero,920,https://retorn.com/products/comida-humeda-perros-only-cordero?variant=15962371194946,https://retorn.com/cdn/shop/products/ONLYLAMBx2-172529.png?v=1706065789&width=600
15982942421058,,400 gr x 12ud,RET4798054,RETORN LATAS PERRO ONLY CORDERO 400 GR,Humedo,Perro,Only Cordero,920,https://retorn.com/products/comida-humeda-perros-only-cordero?variant=15982942421058,https://retorn.com/cdn/shop/products/ONLYLAMBx2-172529.png?v=1706065789&width=600
37988511940791,8436540360373,185 gr,,RETORN LATAS PERRO POLLO CON ZANAHORIAS 185 GR,Humedo,Perro,Pollo Zanahoria,854,https://retorn.com/products/comida-humeda-perros-pollo-zanahorias?variant=37988511940791,https://retorn.com/cdn/shop/products/CHICKENCARROTSx2-438226.png?v=1706065788&width=823
37988515152055,,185 gr x 12ud,RET479803E,RETORN LATAS PERRO POLLO CON ZANAHORIAS 185 GR,Humedo,Perro,Pollo Zanahoria,854,https://retorn.com/products/comida-humeda-perros-pollo-zanahorias?variant=37988515152055,https://retorn.com/cdn/shop/products/CHICKENCARROTSx2-438226.png?v=1706065788&width=823
14102317400130,8436540361110,400 gr,,RETORN LATAS PERRO POLLO CON ZANAHORIAS 400 GR,Humedo,Perro,Pollo Zanahoria,854,https://retorn.com/products/comida-humeda-perros-pollo-zanahorias?variant=14102317400130,https://retorn.com/cdn/shop/products/CHICKENCARROTSx2-438226.png?v=1706065788&width=823
14250742546498,,400 gr x 12ud,RET4798034E,RETORN LATAS PERRO POLLO CON ZANAHORIAS 400 GR,Humedo,Perro,Pollo Zanahoria,854,https://retorn.com/products/comida-humeda-perros-pollo-zanahorias?variant=14250742546498,https://retorn.com/cdn/shop/products/CHICKENCARROTSx2-438226.png?v=1706065788&width=823
13837300170818,8436540361509,185 gr,,RETORN LATAS PERRO ONLY POLLO 185 GR,Humedo,Perro,Only Pollo,962,https://retorn.com/products/comida-humeda-perros-only-pollo?variant=13837300170818,https://retorn.com/cdn/shop/products/ONLYCHICKENx2-998172.png?v=1706065788&width=823
14250757816386,,185 gr x 12ud,RET479806E,RETORN LATAS PERRO ONLY POLLO 185 GR,Humedo,Perro,Only Pollo,962,https://retorn.com/products/comida-humeda-perros-only-pollo?variant=14250757816386,https://retorn.com/cdn/shop/products/ONLYCHICKENx2-998172.png?v=1706065788&width=823
14102298001474,8436540361080,400 gr,,RETORN LATAS PERRO ONLY POLLO 400 GR,Humedo,Perro,Only Pollo,962,https://retorn.com/products/comida-humeda-perros-only-pollo?variant=14102298001474,https://retorn.com/cdn/shop/products/ONLYCHICKENx2-998172.png?v=1706065788&width=823
14250760896578,,400 gr x 12ud,RET4798064E,RETORN LATAS PERRO ONLY POLLO 400 GR,Humedo,Perro,Only Pollo,962,https://retorn.com/products/comida-humeda-perros-only-pollo?variant=14250760896578,https://retorn.com/cdn/shop/products/ONLYCHICKENx2-998172.png?v=1706065788&width=823
14030012350530,8436540360991,185 gr,,RETORN LATAS PERRO PESCADO CON ZANAHORIA 185 GR,Humedo,Perro,Pescado Zanahoria,1090,https://retorn.com/products/comida-humeda-perros-pescado-zanahorias?variant=14030012350530,https://retorn.com/cdn/shop/products/FISHCARROTSx2-122584.png?v=1706065787&width=823
14250733207618,,185 gr x 12ud,RET479807E,RETORN LATAS PERRO PESCADO CON ZANAHORIA 185 GR,Humedo,Perro,Pescado Zanahoria,1090,https://retorn.com/products/comida-humeda-perros-pescado-zanahorias?variant=14250733207618,https://retorn.com/cdn/shop/products/FISHCARROTSx2-122584.png?v=1706065787&width=823
15982645084226,8436540361134,400 gr,,RETORN LATAS PERRO PESCADO CON ZANAHORIA 400 GR,Humedo,Perro,Pescado Zanahoria,1090,https://retorn.com/products/comida-humeda-perros-pescado-zanahorias?variant=15982645084226,https://retorn.com/cdn/shop/products/FISHCARROTSx2-122584.png?v=1706065787&width=823
15982921744450,,400 gr x 12ud,RET4798074,RETORN LATAS PERRO PESCADO CON ZANAHORIA 400 GR,Humedo,Perro,Pescado Zanahoria,1090,https://retorn.com/products/comida-humeda-perros-pescado-zanahorias?variant=15982921744450,https://retorn.com/cdn/shop/products/FISHCARROTSx2-122584.png?v=1706065787&width=823
12632863277122,8436540360366,185 gr,,RETORN LATAS PERRO PESCADO CON PATATAS 185 GR,Humedo,Perro,Pescado Patatas,966,https://retorn.com/products/comida-humeda-perros-pescado-patatas?variant=12632863277122,https://retorn.com/cdn/shop/products/FISHPOTATO185G-529110.png?v=1706065787&width=823
14250724851778,,185 gr x 12ud,RET479802E,RETORN LATAS PERRO PESCADO CON PATATAS 185 GR,Humedo,Perro,Pescado Patatas,966,https://retorn.com/products/comida-humeda-perros-pescado-patatas?variant=14250724851778,https://retorn.com/cdn/shop/products/FISHPOTATO185G-529110.png?v=1706065787&width=823
31708495183938,8436540362452,185 gr,,RETORN LATAS PERRO PUPPY CORDERO Y POLLO 185GR,Humedo,Perro,Cachorros,1265,https://retorn.com/products/comida-humeda-para-cachorros?variant=31708495183938,https://retorn.com/cdn/shop/products/PUPPY185G-207717.png?v=1706065787&width=823
31708495216706,,185 gr x 12ud,RET479808E,RETORN LATAS PERRO PUPPY CORDERO Y POLLO 185GR,Humedo,Perro,Cachorros,1265,https://retorn.com/products/comida-humeda-para-cachorros?variant=31708495216706,https://retorn.com/cdn/shop/products/PUPPY185G-207717.png?v=1706065787&width=823